Time,Percent,Speed,Error,Target
52938,8.308895405669599,157.0,135.0,1153.125
52939,-8.308895405669599,-154.0,-146.0,-1153.125
52958,9.286412512218964,157.0,135.0,1237.5
52960,-9.286412512218964,-151.0,-146.0,-1237.5
52978,10.850439882697946,162.0,181.0,1321.875
52979,-10.850439882697946,-153.0,-185.0,-1321.875
52998,12.41446725317693,171.0,181.0,1378.125
52998,-12.41446725317693,-159.0,-185.0,-1378.125
53018,13.587487781036167,191.0,181.0,1406.25
53020,-13.587487781036167,-169.0,-185.0,-1406.25
53038,14.173998044965789,216.0,181.0,1406.25
53039,-14.173998044965789,-190.0,-185.0,-1406.25
53058,14.173998044965789,216.0,181.0,1406.25
53059,-14.173998044965789,-217.0,-185.0,-1406.25
53078,14.173998044965789,277.0,181.0,1406.25
53080,-14.173998044965789,-247.0,-185.0,-1406.25
53098,14.173998044965789,303.0,181.0,1434.375
53102,-14.173998044965789,-275.0,-185.0,-1434.375
53118,14.760508308895407,323.0,181.0,1434.375
53120,-14.760508308895407,-300.0,-185.0,-1434.375
53138,14.760508308895407,342.0,213.0,1434.375
53139,-14.760508308895407,-318.0,-218.0,-1434.375
53158,14.760508308895407,342.0,213.0,1462.5
53159,-14.760508308895407,-332.0,-218.0,-1462.5
53178,15.444770283479961,363.0,213.0,1462.5
53180,-15.444770283479961,-340.0,-218.0,-1462.5
53198,15.444770283479961,376.0,213.0,1462.5
53199,-15.444770283479961,-348.0,-218.0,-1462.5
53218,15.444770283479961,376.0,213.0,1462.5
53219,-15.444770283479961,-358.0,-218.0,-1462.5
53238,15.444770283479961,392.0,213.0,1462.5
53239,-15.444770283479961,-364.0,-218.0,-1462.5
53258,15.444770283479961,401.0,213.0,1462.5
53259,-15.444770283479961,-370.0,-218.0,-1462.5
53278,15.444770283479961,407.0,213.0,1462.5
53279,-15.444770283479961,-376.0,-218.0,-1462.5
53298,15.444770283479961,409.0,152.0,1462.5
53302,-15.444770283479961,-381.0,-178.0,-1462.5
53318,15.444770283479961,409.0,152.0,1462.5
53318,-15.444770283479961,-383.0,-178.0,-1462.5
53338,15.444770283479961,412.0,152.0,1462.5
53339,-15.444770283479961,-386.0,-178.0,-1462.5
53358,15.444770283479961,412.0,152.0,1462.5
53359,-15.444770283479961,-387.0,-178.0,-1462.5
53378,15.444770283479961,412.0,152.0,1462.5
53379,-15.444770283479961,-389.0,-178.0,-1462.5
53398,15.444770283479961,414.0,152.0,1462.5
53399,-15.444770283479961,-391.0,-178.0,-1462.5
53418,15.444770283479961,415.0,152.0,1462.5
53420,-15.444770283479961,-391.0,-178.0,-1462.5
53438,15.444770283479961,415.0,152.0,1518.75
53439,-15.444770283479961,-393.0,-178.0,-1518.75
53458,16.715542521994134,416.0,144.0,1575.0
53459,-16.715542521994134,-396.0,-209.0,-1575.0
53477,17.98631476050831,416.0,144.0,1659.375
53479,-17.98631476050831,-398.0,-209.0,-1659.375
53498,20.13685239491691,421.0,144.0,1687.5
53501,-20.13685239491691,-407.0,-209.0,-1687.5
53518,20.13685239491691,447.0,144.0,1771.875
53519,-20.918866080156402,-425.0,-209.0,-1771.875
53538,23.069403714565002,473.0,144.0,1800.0
53539,-23.069403714565002,-448.0,-209.0,-1800.0
53558,23.851417399804497,508.0,144.0,1828.125
53559,-23.851417399804497,-478.0,-209.0,-1828.125
53579,24.633431085043988,548.0,144.0,1828.125
53580,-24.633431085043988,-518.0,-209.0,-1828.125
53598,24.633431085043988,548.0,144.0,1828.125
53599,-24.633431085043988,-558.0,-209.0,-1828.125
53618,24.633431085043988,590.0,299.0,1828.125
53620,-24.633431085043988,-597.0,-293.0,-1828.125
53637,24.633431085043988,630.0,299.0,1828.125
53638,-24.633431085043988,-632.0,-293.0,-1828.125
53658,24.633431085043988,693.0,299.0,1856.25
53659,-24.633431085043988,-664.0,-293.0,-1856.25
53679,25.41544477028348,715.0,299.0,1856.25
53680,-25.41544477028348,-683.0,-293.0,-1856.25
53698,25.41544477028348,730.0,299.0,1884.375
53702,-25.41544477028348,-699.0,-293.0,-1884.375
53718,25.41544477028348,730.0,299.0,1884.375
53719,-26.295210166177906,-710.0,-293.0,-1884.375
53738,26.295210166177906,747.0,299.0,1884.375
53739,-26.295210166177906,-721.0,-293.0,-1884.375
53758,26.295210166177906,755.0,299.0,1912.5
53759,-26.295210166177906,-731.0,-293.0,-1912.5
53778,27.077223851417397,761.0,195.0,1940.625
53780,-27.077223851417397,-747.0,-203.0,-1940.625
53798,27.859237536656888,767.0,195.0,1940.625
53799,-27.859237536656888,-759.0,-203.0,-1940.625
53818,27.859237536656888,767.0,195.0,1940.625
53819,-27.859237536656888,-772.0,-203.0,-1940.625
53838,27.859237536656888,778.0,195.0,1940.625
53839,-27.859237536656888,-785.0,-203.0,-1940.625
53858,27.859237536656888,789.0,195.0,1968.75
53859,-27.859237536656888,-799.0,-203.0,-1968.75
53878,28.83675464320626,802.0,195.0,1968.75
53879,-28.83675464320626,-808.0,-203.0,-1968.75
53898,28.83675464320626,833.0,195.0,1968.75
53902,-28.83675464320626,-819.0,-203.0,-1968.75
53918,28.83675464320626,847.0,195.0,1996.875
53920,-28.83675464320626,-829.0,-203.0,-1996.875
53938,29.716520039100686,847.0,192.0,2165.625
53939,-29.716520039100686,-835.0,-205.0,-2165.625
53958,35.09286412512219,858.0,192.0,2306.25
53959,-35.09286412512219,-840.0,-205.0,-2306.25
53978,39.98044965786901,873.0,192.0,2531.25
53979,-39.98044965786901,-856.0,-205.0,-2531.25
53998,48.484848484848484,899.0,192.0,2728.125
54000,-48.484848484848484,-890.0,-205.0,-2728.125
54018,56.50048875855328,943.0,192.0,2784.375
54019,-56.50048875855328,-946.0,-205.0,-2784.375
54038,59.04203323558163,1020.0,192.0,2840.625
54039,-59.04203323558163,-1047.0,-205.0,-2840.625
54058,61.48582600195503,1146.0,192.0,2840.625
54059,-61.48582600195503,-1193.0,-205.0,-2840.625
54078,61.48582600195503,1298.0,192.0,2868.75
54080,-61.48582600195503,-1364.0,-205.0,-2868.75
54098,62.75659824046921,1593.0,729.0,2868.75
54105,-61.48582600195503,-1539.0,-699.0,-2868.75
54119,62.75659824046921,1722.0,729.0,2896.875
54120,-62.75659824046921,-1699.0,-699.0,-2896.875
54138,64.02737047898339,1722.0,729.0,2896.875
54139,-62.75659824046921,-1832.0,-699.0,-2896.875
54158,64.02737047898339,1820.0,729.0,2896.875
54159,-64.02737047898339,-1928.0,-699.0,-2896.875
54178,64.02737047898339,1886.0,729.0,2896.875
54179,-64.02737047898339,-1987.0,-699.0,-2896.875
54198,64.02737047898339,1943.0,729.0,2896.875
54199,-64.02737047898339,-2026.0,-699.0,-2896.875
54218,64.02737047898339,2044.0,729.0,2925.0
54219,-64.02737047898339,-2052.0,-699.0,-2925.0
54238,65.29814271749756,2044.0,729.0,2953.125
54239,-64.02737047898339,-2087.0,-699.0,-2953.125
54258,66.56891495601172,2074.0,278.0,2953.125
54259,-66.56891495601172,-2111.0,-282.0,-2953.125
54278,66.56891495601172,2101.0,278.0,2953.125
54279,-66.56891495601172,-2134.0,-282.0,-2953.125
54298,66.56891495601172,2124.0,278.0,2953.125
54302,-66.56891495601172,-2159.0,-282.0,-2953.125
54318,66.56891495601172,2165.0,278.0,2953.125
54319,-66.56891495601172,-2179.0,-282.0,-2953.125
54338,66.56891495601172,2165.0,278.0,2953.125
54339,-66.56891495601172,-2203.0,-282.0,-2953.125
54358,66.56891495601172,2178.0,278.0,2446.875
54359,-66.56891495601172,-2216.0,-282.0,-2446.875
54378,45.16129032258064,2196.0,278.0,1912.5
54379,-45.16129032258064,-2231.0,-282.0,-1912.5
54398,27.077223851417397,2169.0,278.0,928.125
54400,-27.077223851417397,-2213.0,-282.0,-928.125
54418,5.7673509286412505,2169.0,-1190.0,225.0
54419,-27.077223851417397,-2163.0,1184.0,-225.0
54437,0.0,2081.0,-1190.0,28.125
54438,0.0,-2012.0,1184.0,-28.125
54458,0.0,1500.0,-1190.0,28.125
54459,0.0,-1730.0,1184.0,-28.125
54478,0.0,1110.0,-1190.0,28.125
54479,0.0,-1374.0,1184.0,-28.125
54498,0.0,727.0,-1190.0,28.125
54502,0.0,-999.0,1184.0,-28.125
54518,0.0,388.0,-1190.0,28.125
54519,0.0,-630.0,1184.0,-28.125
54538,0.0,192.0,-1190.0,28.125
54539,0.0,-332.0,1184.0,-28.125
54558,0.0,90.0,-1190.0,28.125
54559,0.0,-164.0,1184.0,-28.125
54578,0.0,36.0,-90.0,28.125
54579,0.0,-72.0,72.0,-28.125
54598,0.0,36.0,-90.0,28.125
54600,0.0,-25.0,72.0,-28.125
54618,0.0,0.0,-90.0,28.125
54619,0.0,-5.0,72.0,-28.125
54638,0.0,0.0,-90.0,28.125
54639,0.0,0.0,72.0,-28.125
54658,0.0,0.0,-90.0,28.125
54659,0.0,0.0,72.0,-28.125
54678,0.0,0.0,-90.0,28.125
54679,0.0,0.0,72.0,-28.125
54698,0.0,0.0,-90.0,28.125
54702,0.0,0.0,72.0,-28.125
54718,0.0,0.0,-90.0,28.125
54719,0.0,0.0,72.0,-28.125
54738,0.0,0.0,0.0,28.125
54739,0.0,0.0,0.0,-28.125
54757,0.0,0.0,0.0,28.125
54758,0.0,0.0,0.0,-28.125
54778,0.0,0.0,0.0,28.125
54779,0.0,0.0,0.0,-28.125
54798,0.0,0.0,0.0,28.125
54799,0.0,0.0,0.0,-28.125
54818,0.0,0.0,0.0,28.125
54819,0.0,0.0,0.0,-28.125
54838,0.0,0.0,0.0,28.125
54839,0.0,0.0,0.0,-28.125
54858,0.0,0.0,0.0,28.125
54859,0.0,0.0,0.0,-28.125
54878,0.0,0.0,0.0,28.125
54879,0.0,0.0,0.0,-28.125
54900,0.0,0.0,0.0,28.125
54905,0.0,0.0,0.0,-28.125
54917,0.0,0.0,0.0,28.125
54918,0.0,0.0,0.0,-28.125
54938,0.0,0.0,0.0,28.125
54939,0.0,0.0,0.0,-28.125
54958,0.0,0.0,0.0,28.125
54959,0.0,0.0,0.0,-28.125
54978,0.0,0.0,0.0,28.125
54979,0.0,0.0,0.0,-28.125
54998,0.0,0.0,0.0,28.125
54999,0.0,0.0,0.0,-28.125
55018,0.0,0.0,0.0,28.125
55019,0.0,0.0,0.0,-28.125
55039,0.0,0.0,0.0,28.125
55040,0.0,0.0,0.0,-28.125
55058,0.0,0.0,0.0,28.125
55059,0.0,0.0,0.0,-28.125
55077,0.0,0.0,0.0,28.125
55078,0.0,0.0,0.0,-28.125
55098,0.0,0.0,0.0,28.125
55102,0.0,0.0,0.0,-28.125
55118,0.0,0.0,0.0,28.125
55119,0.0,0.0,0.0,-28.125
55138,0.0,0.0,0.0,28.125
55139,0.0,0.0,0.0,-28.125
55158,0.0,0.0,0.0,28.125
55159,0.0,0.0,0.0,-28.125
55178,0.0,0.0,0.0,28.125
55179,0.0,0.0,0.0,-28.125
55198,0.0,0.0,0.0,28.125
55199,0.0,0.0,0.0,-28.125
55218,0.0,0.0,0.0,28.125
55219,0.0,0.0,0.0,-28.125
55237,0.0,0.0,0.0,28.125
55238,0.0,0.0,0.0,-28.125
55258,0.0,0.0,0.0,28.125
55259,0.0,0.0,0.0,-28.125
55278,0.0,0.0,0.0,28.125
55279,0.0,0.0,0.0,-28.125
55298,0.0,0.0,0.0,28.125
55302,0.0,0.0,0.0,-28.125
55317,0.0,0.0,0.0,28.125
55319,0.0,0.0,0.0,-28.125
55338,0.0,0.0,0.0,28.125
55339,0.0,0.0,0.0,-28.125
55358,0.0,0.0,0.0,28.125
55359,0.0,0.0,0.0,-28.125
55378,0.0,0.0,0.0,28.125
55380,0.0,0.0,0.0,-28.125
55397,0.0,0.0,0.0,28.125
55398,0.0,0.0,0.0,-28.125
55418,0.0,0.0,0.0,28.125
55419,0.0,-1.0,0.0,-28.125
55438,0.0,0.0,0.0,28.125
55439,0.0,-1.0,0.0,-28.125
55458,0.0,0.0,0.0,28.125
55459,0.0,-1.0,0.0,-28.125
55478,0.0,0.0,0.0,28.125
55479,0.0,-1.0,0.0,-28.125
55498,0.0,0.0,0.0,28.125
55501,0.0,-1.0,0.0,-28.125
55517,0.0,0.0,0.0,28.125
55519,0.0,0.0,0.0,-28.125
55538,0.0,0.0,0.0,28.125
55539,0.0,0.0,0.0,-28.125
55557,0.0,0.0,0.0,28.125
55558,0.0,0.0,0.0,-28.125
55578,0.0,0.0,0.0,28.125
55579,0.0,0.0,0.0,-28.125
55598,0.0,0.0,0.0,28.125
55599,0.0,0.0,0.0,-28.125
55618,0.0,0.0,0.0,28.125
55619,0.0,0.0,0.0,-28.125
55638,0.0,0.0,0.0,28.125
55639,0.0,0.0,0.0,-28.125
55658,0.0,0.0,0.0,28.125
55659,0.0,0.0,0.0,-28.125
55678,0.0,0.0,0.0,28.125
55679,0.0,0.0,0.0,-28.125
55698,0.0,0.0,0.0,28.125
55702,0.0,0.0,0.0,-28.125
55717,0.0,0.0,0.0,28.125
55719,0.0,0.0,0.0,-28.125
55738,0.0,0.0,0.0,28.125
55739,0.0,0.0,0.0,-28.125
55758,0.0,0.0,0.0,28.125
55759,0.0,0.0,0.0,-28.125
55778,0.0,0.0,0.0,28.125
55779,0.0,0.0,0.0,-28.125
55798,0.0,0.0,0.0,28.125
55799,0.0,0.0,0.0,-28.125
55818,0.0,0.0,0.0,28.125
55819,0.0,0.0,0.0,-28.125
55838,0.0,0.0,0.0,28.125
55839,0.0,0.0,0.0,-28.125
55858,0.0,0.0,0.0,28.125
55859,0.0,0.0,0.0,-28.125
55878,0.0,0.0,0.0,28.125
55879,0.0,0.0,0.0,-28.125
55898,0.0,0.0,0.0,28.125
55902,0.0,0.0,0.0,-28.125
55918,0.0,0.0,0.0,28.125
55919,0.0,0.0,0.0,-28.125
55938,0.0,0.0,0.0,28.125
55939,0.0,0.0,0.0,-28.125
55958,0.0,0.0,0.0,28.125
55961,0.0,0.0,0.0,-28.125
55978,0.0,0.0,0.0,28.125
55979,0.0,0.0,0.0,-28.125
55998,0.0,0.0,0.0,28.125
55999,0.0,0.0,0.0,-28.125
56018,0.0,0.0,0.0,28.125
56019,0.0,0.0,0.0,-28.125
56037,0.0,0.0,0.0,28.125
56039,0.0,0.0,0.0,-28.125
56058,0.0,0.0,0.0,28.125
56059,0.0,0.0,0.0,-28.125
56078,0.0,0.0,0.0,28.125
56079,0.0,0.0,0.0,-28.125
56098,0.0,0.0,0.0,28.125
56102,0.0,0.0,0.0,-28.125
56118,0.0,0.0,0.0,28.125
56119,0.0,0.0,0.0,-28.125
56138,0.0,0.0,0.0,28.125
56139,0.0,0.0,0.0,-28.125
56158,0.0,0.0,0.0,28.125
56159,0.0,0.0,0.0,-28.125
56178,0.0,0.0,0.0,28.125
56179,0.0,0.0,0.0,-28.125
56198,0.0,0.0,0.0,28.125
56199,0.0,0.0,0.0,-28.125
56218,0.0,0.0,0.0,28.125
56219,0.0,0.0,0.0,-28.125
56238,0.0,0.0,0.0,28.125
56239,0.0,0.0,0.0,-28.125
56258,0.0,0.0,0.0,28.125
56259,0.0,0.0,0.0,-28.125
56278,0.0,0.0,0.0,28.125
56279,0.0,0.0,0.0,-28.125
56298,0.0,0.0,0.0,28.125
56302,0.0,0.0,0.0,-28.125
56318,0.0,0.0,0.0,28.125
56319,0.0,0.0,0.0,-28.125
56338,0.0,0.0,0.0,28.125
56339,0.0,0.0,0.0,-28.125
56358,0.0,0.0,0.0,28.125
56358,0.0,0.0,0.0,-28.125
56378,0.0,0.0,0.0,28.125
56379,0.0,0.0,0.0,-28.125
56398,0.0,0.0,0.0,28.125
56399,0.0,0.0,0.0,-28.125
56418,0.0,0.0,0.0,28.125
56420,0.0,0.0,0.0,-28.125
56438,0.0,0.0,0.0,28.125
56439,0.0,0.0,0.0,-28.125
56458,0.0,0.0,0.0,28.125
56459,0.0,0.0,0.0,-28.125
56478,0.0,0.0,0.0,28.125
56479,0.0,0.0,0.0,-28.125
56498,0.0,0.0,0.0,28.125
56501,0.0,0.0,0.0,-28.125
56517,0.0,0.0,0.0,28.125
56518,0.0,0.0,0.0,-28.125
56538,0.0,0.0,0.0,28.125
56539,0.0,0.0,0.0,-28.125
56558,0.0,0.0,0.0,28.125
56559,0.0,0.0,0.0,-28.125
56578,0.0,0.0,0.0,28.125
56579,0.0,0.0,0.0,-28.125
56598,0.0,0.0,0.0,28.125
56599,0.0,0.0,0.0,-28.125
56618,0.0,0.0,0.0,28.125
56619,0.0,0.0,0.0,-28.125
56639,0.0,0.0,0.0,28.125
56640,0.0,0.0,0.0,-28.125
56657,0.0,0.0,0.0,28.125
56659,0.0,0.0,0.0,-28.125
56678,0.0,0.0,0.0,28.125
56679,0.0,0.0,0.0,-28.125
56698,0.0,0.0,0.0,28.125
56701,0.0,0.0,0.0,-28.125
56718,0.0,0.0,0.0,28.125
56719,0.0,0.0,0.0,-28.125
56738,0.0,0.0,0.0,28.125
56739,0.0,0.0,0.0,-28.125
56758,0.0,0.0,0.0,28.125
56759,0.0,0.0,0.0,-28.125
56778,0.0,0.0,0.0,28.125
56779,0.0,0.0,0.0,-28.125
56798,0.0,0.0,0.0,28.125
56799,0.0,0.0,0.0,-28.125
56832,0.0,0.0,0.0,28.125
56834,0.0,0.0,0.0,-28.125
56838,0.0,0.0,0.0,28.125
56838,0.0,0.0,0.0,-28.125
56858,0.0,0.0,0.0,28.125
56859,0.0,0.0,0.0,-28.125
56878,0.0,0.0,0.0,28.125
56879,0.0,0.0,0.0,-28.125
56898,0.0,0.0,0.0,28.125
56901,0.0,0.0,0.0,-28.125
56918,0.0,0.0,0.0,28.125
56919,0.0,0.0,0.0,-28.125
56938,0.0,0.0,0.0,28.125
56939,0.0,0.0,0.0,-28.125
56958,0.0,0.0,0.0,28.125
56959,0.0,0.0,0.0,-28.125
56978,0.0,0.0,0.0,28.125
56980,0.0,0.0,0.0,-28.125
56997,0.0,0.0,0.0,28.125
56998,0.0,0.0,0.0,-28.125
57018,0.0,0.0,0.0,28.125
57019,0.0,0.0,0.0,-28.125
57038,0.0,0.0,0.0,28.125
57039,0.0,0.0,0.0,-28.125
57058,0.0,0.0,0.0,28.125
57059,0.0,0.0,0.0,-28.125
57078,0.0,0.0,0.0,28.125
57079,0.0,0.0,0.0,-28.125
57098,0.0,0.0,0.0,28.125
57101,0.0,0.0,0.0,-28.125
57118,0.0,0.0,0.0,28.125
57119,0.0,0.0,0.0,-28.125
57138,0.0,0.0,0.0,28.125
57139,0.0,0.0,0.0,-28.125
57157,0.0,0.0,0.0,28.125
57158,0.0,0.0,0.0,-28.125
57178,0.0,0.0,0.0,28.125
57179,0.0,0.0,0.0,-28.125
57198,0.0,0.0,0.0,28.125
57199,0.0,0.0,0.0,-28.125
57218,0.0,0.0,0.0,28.125
57219,0.0,0.0,0.0,-28.125
57238,0.0,0.0,0.0,28.125
57239,0.0,0.0,0.0,-28.125
57258,0.0,0.0,0.0,28.125
57259,0.0,0.0,0.0,-28.125
57278,0.0,0.0,0.0,28.125
57279,0.0,0.0,0.0,-28.125
57299,0.0,0.0,0.0,28.125
57300,0.0,0.0,0.0,-28.125
57318,0.0,0.0,0.0,28.125
57319,0.0,0.0,0.0,-28.125
57338,0.0,0.0,0.0,28.125
57339,0.0,0.0,0.0,-28.125
57358,0.0,0.0,0.0,28.125
57359,0.0,0.0,0.0,-28.125
57378,0.0,0.0,0.0,28.125
57379,0.0,0.0,0.0,-28.125
57398,0.0,0.0,0.0,28.125
57399,0.0,0.0,0.0,-28.125
57417,0.0,0.0,0.0,28.125
57419,0.0,0.0,0.0,-28.125
57438,0.0,0.0,0.0,28.125
57439,0.0,0.0,0.0,-28.125
57458,0.0,0.0,0.0,28.125
57459,0.0,0.0,0.0,-28.125
57478,0.0,0.0,0.0,28.125
57478,0.0,0.0,0.0,-28.125
57498,0.0,0.0,0.0,28.125
57502,0.0,0.0,0.0,-28.125
57518,0.0,0.0,0.0,28.125
57519,0.0,0.0,0.0,-28.125
57538,0.0,0.0,0.0,28.125
57539,0.0,0.0,0.0,-28.125
57558,0.0,0.0,0.0,28.125
57559,0.0,0.0,0.0,-28.125
57578,0.0,0.0,0.0,478.125
57579,0.0,0.0,0.0,-478.125
57598,0.0,0.0,0.0,1068.75
57599,0.0,0.0,0.0,-1068.75
57618,7.820136852394917,0.0,47.0,1856.25
57619,-7.820136852394917,0.0,-287.0,-1856.25
57637,25.41544477028348,0.0,47.0,3206.25
57638,-25.41544477028348,0.0,-287.0,-3206.25
57658,78.88563049853371,6.0,47.0,3515.625
57659,-78.88563049853371,-16.0,-287.0,-3515.625
57678,95.21016617790812,67.0,47.0,3600.0
57680,-95.21016617790812,-193.0,-287.0,-3600.0
57698,99.90224828934507,308.0,47.0,3600.0
57701,-95.21016617790812,-515.0,-287.0,-3600.0
57718,99.90224828934507,680.0,47.0,3600.0
57719,-99.90224828934507,-948.0,-287.0,-3600.0
57738,99.90224828934507,1138.0,47.0,3600.0
57739,-99.90224828934507,-1497.0,-287.0,-3600.0
57758,99.90224828934507,1650.0,47.0,3600.0
57759,-99.90224828934507,-2081.0,-287.0,-3600.0
57778,99.90224828934507,2161.0,1373.0,3600.0
57781,-99.90224828934507,-2081.0,-287.0,-3600.0
57797,99.90224828934507,2534.0,1373.0,3600.0
57799,-99.90224828934507,-2563.0,-974.0,-3600.0
57817,99.90224828934507,2862.0,1373.0,3600.0
57818,-99.90224828934507,-2915.0,-974.0,-3600.0
57838,99.90224828934507,2989.0,1373.0,3600.0
57839,-99.90224828934507,-3237.0,-974.0,-3600.0
57858,99.90224828934507,3116.0,1373.0,3600.0
57859,-99.90224828934507,-3298.0,-974.0,-3600.0
57878,99.90224828934507,3197.0,1373.0,3600.0
57879,-99.90224828934507,-3328.0,-974.0,-3600.0
57898,99.90224828934507,3239.0,1373.0,3600.0
57902,-99.90224828934507,-3334.0,-974.0,-3600.0
57918,99.90224828934507,3203.0,1373.0,3600.0
57919,-99.90224828934507,-3343.0,-974.0,-3600.0
57938,99.90224828934507,3285.0,310.0,3600.0
57939,-99.90224828934507,-3259.0,-974.0,-3600.0
57957,99.90224828934507,3309.0,310.0,3600.0
57959,-99.90224828934507,-3333.0,-263.0,-3600.0
57978,99.90224828934507,3331.0,310.0,3600.0
57979,-99.90224828934507,-3389.0,-263.0,-3600.0
57998,99.90224828934507,3363.0,310.0,3600.0
57999,-99.90224828934507,-3389.0,-263.0,-3600.0
58018,99.90224828934507,3364.0,310.0,3600.0
58023,-99.90224828934507,-3404.0,-263.0,-3600.0
58038,99.90224828934507,3381.0,310.0,3600.0
58043,-99.90224828934507,-3423.0,-263.0,-3600.0
58058,99.90224828934507,3391.0,310.0,3600.0
58062,-99.90224828934507,-3422.0,-263.0,-3600.0
58078,99.90224828934507,3392.0,310.0,2160.0
58079,-99.90224828934507,-3441.0,-263.0,-2160.0
58098,34.89736070381232,3394.0,-2140.0,1552.4999999999998
58103,-34.89736070381232,-3452.0,-263.0,-1552.4999999999998
58117,34.89736070381232,3394.0,-2140.0,776.2499999999999
58119,-17.49755620723363,-3431.0,2173.0,-776.2499999999999
58138,3.9100684261974585,3222.0,-2140.0,236.25
58138,-3.9100684261974585,-3327.0,2173.0,-236.25
58158,0.0,2871.0,-2140.0,-68.03149580955505
58159,0.0,-2967.0,2173.0,68.03149580955505
58178,0.0,2370.0,-2140.0,-68.03149580955505
58179,0.0,-2450.0,2173.0,68.03149580955505
58198,0.0,1779.0,-2140.0,-68.03149580955505
58199,0.0,-1843.0,2173.0,68.03149580955505
58217,0.0,1149.0,-2140.0,-68.03149580955505
58219,0.0,-1206.0,2173.0,68.03149580955505
58238,0.0,664.0,-2140.0,-68.03149580955505
58239,0.0,-619.0,2173.0,68.03149580955505
58258,0.0,335.0,-335.0,-68.03149580955505
58259,0.0,-284.0,2173.0,68.03149580955505
58278,0.0,159.0,-335.0,-68.03149580955505
58279,0.0,-122.0,122.0,68.03149580955505
58298,0.0,68.0,-335.0,-68.03149580955505
58299,0.0,-41.0,122.0,68.03149580955505
58318,0.0,22.0,-335.0,-68.03149580955505
58319,0.0,-6.0,122.0,68.03149580955505
58338,0.0,3.0,-335.0,-68.03149580955505
58339,0.0,0.0,122.0,68.03149580955505
58358,0.0,0.0,-335.0,-68.03149580955505
58359,0.0,0.0,122.0,68.03149580955505
58378,0.0,0.0,-335.0,-68.03149580955505
58379,0.0,0.0,122.0,68.03149580955505
58398,0.0,0.0,-335.0,-68.03149580955505
58399,0.0,0.0,122.0,68.03149580955505
58418,0.0,0.0,0.0,-68.03149580955505
58419,0.0,0.0,122.0,68.03149580955505
58437,0.0,0.0,0.0,-68.03149580955505
58438,0.0,0.0,0.0,68.03149580955505
58458,0.0,0.0,0.0,-68.03149580955505
58458,0.0,0.0,0.0,68.03149580955505
58478,0.0,0.0,0.0,-68.03149580955505
58479,0.0,0.0,0.0,68.03149580955505
58498,0.0,0.0,0.0,-68.03149580955505
58501,0.0,0.0,0.0,68.03149580955505
58517,0.0,0.0,0.0,-68.03149580955505
58519,0.0,0.0,0.0,68.03149580955505
58538,0.0,0.0,0.0,-68.03149580955505
58539,0.0,0.0,0.0,68.03149580955505
58558,0.0,0.0,0.0,-68.03149580955505
58559,0.0,0.0,0.0,68.03149580955505
58578,0.0,0.0,0.0,-68.03149580955505
58579,0.0,0.0,0.0,68.03149580955505
58597,0.0,0.0,0.0,-68.03149580955505
58599,0.0,0.0,0.0,68.03149580955505
58618,0.0,0.0,0.0,-68.03149580955505
58619,0.0,0.0,0.0,68.03149580955505
58638,0.0,0.0,0.0,-68.03149580955505
58639,0.0,0.0,0.0,68.03149580955505
58658,0.0,0.0,0.0,-68.03149580955505
58659,0.0,0.0,0.0,68.03149580955505
58678,0.0,0.0,0.0,-68.03149580955505
58679,0.0,0.0,0.0,68.03149580955505
58698,0.0,0.0,0.0,-68.03149580955505
58701,0.0,0.0,0.0,68.03149580955505
58718,0.0,0.0,0.0,-68.03149580955505
58719,0.0,0.0,0.0,68.03149580955505
58738,0.0,0.0,0.0,-68.03149580955505
58739,0.0,0.0,0.0,68.03149580955505
58757,0.0,0.0,0.0,-68.03149580955505
58758,0.0,0.0,0.0,68.03149580955505
58778,0.0,0.0,0.0,-68.03149580955505
58779,0.0,0.0,0.0,68.03149580955505
58798,0.0,0.0,0.0,-68.03149580955505
58799,0.0,0.0,0.0,68.03149580955505
58818,0.0,0.0,0.0,-68.03149580955505
58819,0.0,0.0,0.0,68.03149580955505
58838,0.0,0.0,0.0,-68.03149580955505
58839,0.0,0.0,0.0,68.03149580955505
58858,0.0,0.0,0.0,-68.03149580955505
58859,0.0,0.0,0.0,68.03149580955505
58878,0.0,0.0,0.0,-68.03149580955505
58879,0.0,0.0,0.0,68.03149580955505
58899,0.0,0.0,0.0,-68.03149580955505
58902,0.0,0.0,0.0,68.03149580955505
58917,0.0,0.0,0.0,-68.03149580955505
58918,0.0,0.0,0.0,68.03149580955505
58938,0.0,0.0,0.0,-68.03149580955505
58939,0.0,0.0,0.0,68.03149580955505
58958,0.0,0.0,0.0,-68.03149580955505
58959,0.0,0.0,0.0,68.03149580955505
58978,0.0,0.0,0.0,-68.03149580955505
58979,0.0,0.0,0.0,68.03149580955505
58999,0.0,0.0,0.0,-68.03149580955505
59000,0.0,0.0,0.0,68.03149580955505
59018,0.0,0.0,0.0,-68.03149580955505
59019,0.0,0.0,0.0,68.03149580955505
59038,0.0,0.0,0.0,-68.03149580955505
59039,0.0,0.0,0.0,68.03149580955505
59059,0.0,0.0,0.0,-68.03149580955505
59060,0.0,0.0,0.0,68.03149580955505
59077,0.0,0.0,0.0,-68.03149580955505
59079,0.0,0.0,0.0,68.03149580955505
59098,0.0,0.0,0.0,-68.03149580955505
59100,0.0,0.0,0.0,68.03149580955505
